2026-02-05 14:24:40.301 | INFO     | graph:node_generate_fun_fact:169 | [886d49e5-c918-4ca1-9711-f8777f34919f] Node: Generate Fun Fact for 'banana'
2026-02-05 14:31:40.639 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 1.273s for feedback
2026-02-05 14:31:40.640 | INFO     | graph:node_generate_response:505 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response finished in 1.274s
2026-02-05 14:31:40.641 | INFO     | graph:node_generate_question:517 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question
2026-02-05 14:31:40.641 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 14:31:41.112 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 0.471s for followup_question
2026-02-05 14:31:41.312 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.671s, length=169
2026-02-05 14:31:41.313 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 0.672s for followup_question
2026-02-05 14:31:41.313 | INFO     | graph:node_generate_question:565 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question finished in 0.672s
2026-02-05 14:31:41.314 | INFO     | graph:node_finalize:577 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize
2026-02-05 14:31:41.314 | INFO     | graph:node_finalize:622 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize finished in 0.000s
2026-02-05 14:31:48.353 | INFO     | graph:node_analyze_input:95 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input
2026-02-05 14:31:50.069 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.715s (using gemini-2.5-flash-lite async)
2026-02-05 14:31:50.070 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=False, correct=False, switch_reasoning=The child expressed uncertainty but did not explicitly switch the topic., correctness_reasoning=The answer 'don't know' is not factually correct or incorrect, but it does not provide information about how a banana grows.
2026-02-05 14:31:50.070 | INFO     | stream.focus_mode:handle_width_wrong_answer:124 | [SYSTEM_MANAGED] Wrong WIDTH answer. Count: 1/3
2026-02-05 14:31:50.071 | INFO     | graph:node_analyze_input:159 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Analyze Input finished in 1.717s
2026-02-05 14:31:50.072 | INFO     | graph:node_route_logic:195 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic
2026-02-05 14:31:50.072 | INFO     | graph:node_route_logic:278 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Route Logic finished in 0.000s
2026-02-05 14:31:50.073 | INFO     | graph:node_generate_response:378 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response (explanation)
2026-02-05 14:31:50.073 | INFO     | stream.response_generators:generate_explanation_response_stream:147 | generate_explanation_response_stream started | object=banana, age=6
2026-02-05 14:31:51.409 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 1.336s for explanation
2026-02-05 14:31:51.532 | INFO     | stream.response_generators:generate_explanation_response_stream:203 | generate_explanation_response_stream completed | duration=1.459s, length=108
2026-02-05 14:31:51.533 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 1.460s for explanation
2026-02-05 14:31:51.534 | INFO     | graph:node_generate_response:505 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Response finished in 1.461s
2026-02-05 14:31:51.536 | INFO     | graph:node_generate_question:517 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question
2026-02-05 14:31:51.536 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 14:31:52.022 | INFO     | graph:stream_generator_to_callback:302 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Time to First Token (TTFT): 0.486s for followup_question
2026-02-05 14:31:52.285 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.749s, length=166
2026-02-05 14:31:52.285 | INFO     | graph:stream_generator_to_callback:369 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Stream finished in 0.749s for followup_question
2026-02-05 14:31:52.286 | INFO     | graph:node_generate_question:565 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Generate Question finished in 0.750s
2026-02-05 14:31:52.287 | INFO     | graph:node_finalize:577 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize
2026-02-05 14:31:52.287 | INFO     | graph:node_finalize:622 | [411d3286-b8af-4dc3-9d03-7eac1414ddcb] Node: Finalize finished in 0.000s
2026-02-05 15:48:31.523 | INFO     | graph:node_generate_fun_fact:171 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Fun Fact for 'banana'
2026-02-05 15:48:31.524 | INFO     | stream.fun_fact:generate_fun_fact:134 | [FUN_FACT] Step 1: Grounded research for 'banana' (model=gemini-2.5-flash-lite)
2026-02-05 15:48:35.952 | INFO     | stream.fun_fact:generate_fun_fact:150 | [FUN_FACT] Step 1 completed in 4.428s | text_length=1502
2026-02-05 15:48:35.953 | INFO     | stream.fun_fact:generate_fun_fact:168 | [FUN_FACT] Step 2: JSON structuring for 'banana'
2026-02-05 15:48:37.616 | INFO     | stream.fun_fact:generate_fun_fact:183 | [FUN_FACT] Step 2 completed in 1.663s
2026-02-05 15:48:37.616 | INFO     | stream.fun_fact:cache_fun_fact:78 | [FUN_FACT] Cached 5 fun facts for 'banana'
2026-02-05 15:48:37.617 | INFO     | stream.fun_fact:generate_fun_fact:206 | [FUN_FACT] Success for 'banana' | facts_count=5, selected='Did you know that bananas are actually a type of berry? It's...'
2026-02-05 15:48:37.617 | INFO     | graph:node_generate_fun_fact:183 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Fun Fact finished in 6.094s
2026-02-05 15:48:37.618 | INFO     | graph:node_generate_response:382 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Response (introduction)
2026-02-05 15:48:37.618 | INFO     | stream.question_generators:ask_introduction_question_stream:68 | ask_introduction_question_stream started | object=banana, age=6, has_fun_fact=True
2026-02-05 15:48:37.619 | DEBUG    | stream.question_generators:ask_introduction_question_stream:97 | Messages prepared for API | count=2
2026-02-05 15:48:37.619 | DEBUG    | stream.question_generators:ask_introduction_question_stream:108 | Sending 1 messages to Gemini API
2026-02-05 15:48:37.619 | DEBUG    | stream.question_generators:ask_introduction_question_stream:125 | Stream object type: generator
2026-02-05 15:48:38.717 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 1 | length=5, total_length=5
2026-02-05 15:48:38.718 | INFO     | graph:stream_generator_to_callback:306 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Time to First Token (TTFT): 1.100s for introduction
2026-02-05 15:48:38.746 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 2 | length=9, total_length=14
2026-02-05 15:48:38.775 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 3 | length=75, total_length=89
2026-02-05 15:48:38.880 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 4 | length=96, total_length=185
2026-02-05 15:48:38.994 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 5 | length=81, total_length=266
2026-02-05 15:48:38.996 | DEBUG    | stream.question_generators:ask_introduction_question_stream:145 | Gemini streaming API does not provide token usage in stream mode
2026-02-05 15:48:38.996 | DEBUG    | stream.question_generators:ask_introduction_question_stream:164 | Cleaned up stream via del in finally block
2026-02-05 15:48:38.996 | INFO     | stream.question_generators:ask_introduction_question_stream:169 | ask_introduction_question_stream completed | duration=1.378s, response_length=266
2026-02-05 15:48:38.997 | INFO     | graph:stream_generator_to_callback:373 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Stream finished in 1.379s for introduction
2026-02-05 15:48:38.997 | INFO     | graph:node_generate_response:509 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Response finished in 1.379s
2026-02-05 15:48:38.998 | INFO     | graph:node_generate_question:521 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Question
2026-02-05 15:48:38.999 | INFO     | graph:node_finalize:581 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Finalize
2026-02-05 15:48:39.000 | INFO     | graph:node_finalize:626 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Finalize finished in 0.001s
2026-02-05 15:54:37.810 | INFO     | graph:node_analyze_input:95 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Analyze Input
2026-02-05 15:54:39.361 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.550s (using gemini-2.5-flash-lite async)
2026-02-05 15:54:39.361 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=False, correct=False, switch_reasoning=The child expressed uncertainty but did not explicitly switch the topic., correctness_reasoning=The child did not provide an answer, so correctness cannot be determined.
2026-02-05 15:54:39.362 | INFO     | graph:node_analyze_input:161 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Analyze Input finished in 1.551s
2026-02-05 15:54:39.362 | INFO     | graph:node_route_logic:197 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Route Logic
2026-02-05 15:54:39.363 | INFO     | graph:node_route_logic:282 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Route Logic finished in 0.000s
2026-02-05 15:54:39.363 | INFO     | graph:node_generate_response:382 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Response (explanation)
2026-02-05 15:54:39.364 | INFO     | stream.response_generators:generate_explanation_response_stream:147 | generate_explanation_response_stream started | object=banana, age=6
2026-02-05 15:54:40.622 | INFO     | graph:stream_generator_to_callback:306 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Time to First Token (TTFT): 1.258s for explanation
2026-02-05 15:54:40.729 | INFO     | stream.response_generators:generate_explanation_response_stream:203 | generate_explanation_response_stream completed | duration=1.365s, length=155
2026-02-05 15:54:40.729 | INFO     | graph:stream_generator_to_callback:373 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Stream finished in 1.365s for explanation
2026-02-05 15:54:40.730 | INFO     | graph:node_generate_response:509 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Response finished in 1.366s
2026-02-05 15:54:40.730 | INFO     | graph:node_generate_question:521 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Question
2026-02-05 15:54:40.731 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 15:54:41.191 | INFO     | graph:stream_generator_to_callback:306 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Time to First Token (TTFT): 0.460s for followup_question
2026-02-05 15:54:41.346 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.615s, length=99
2026-02-05 15:54:41.346 | INFO     | graph:stream_generator_to_callback:373 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Stream finished in 0.615s for followup_question
2026-02-05 15:54:41.346 | INFO     | graph:node_generate_question:569 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Generate Question finished in 0.616s
2026-02-05 15:54:41.347 | INFO     | graph:node_finalize:581 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Finalize
2026-02-05 15:54:41.347 | INFO     | graph:node_finalize:626 | [af212389-8f15-4ed4-9c30-e2eec43e0150] Node: Finalize finished in 0.000s
2026-02-05 15:58:13.587 | INFO     | graph:node_generate_fun_fact:171 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Fun Fact for 'banana'
2026-02-05 15:58:13.589 | INFO     | theme_classifier:classify_object_to_theme_sync:103 | [THEME_CLASSIFY_SYNC] Classifying object: banana
2026-02-05 15:58:13.589 | INFO     | stream.fun_fact:generate_fun_fact:134 | [FUN_FACT] Step 1: Grounded research for 'banana' (model=gemini-2.5-flash-lite)
2026-02-05 15:58:14.932 | INFO     | theme_classifier:classify_object_to_theme_sync:126 | [THEME_CLASSIFY_SYNC] SUCCESS: banana -> Category_Nature_And_Physics
2026-02-05 15:58:18.433 | INFO     | stream.fun_fact:generate_fun_fact:150 | [FUN_FACT] Step 1 completed in 4.842s | text_length=1581
2026-02-05 15:58:18.433 | INFO     | stream.fun_fact:generate_fun_fact:168 | [FUN_FACT] Step 2: JSON structuring for 'banana'
2026-02-05 15:58:20.216 | INFO     | stream.fun_fact:generate_fun_fact:183 | [FUN_FACT] Step 2 completed in 1.782s
2026-02-05 15:58:20.216 | INFO     | stream.fun_fact:cache_fun_fact:78 | [FUN_FACT] Cached 5 fun facts for 'banana'
2026-02-05 15:58:20.217 | INFO     | stream.fun_fact:generate_fun_fact:206 | [FUN_FACT] Success for 'banana' | facts_count=5, selected='Did you know that bananas are actually berries? They grow fr...'
2026-02-05 15:58:20.217 | INFO     | graph:node_generate_fun_fact:186 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Fun Fact finished in 6.630s
2026-02-05 15:58:20.218 | INFO     | graph:node_generate_response:385 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Response (introduction)
2026-02-05 15:58:20.218 | INFO     | stream.question_generators:ask_introduction_question_stream:68 | ask_introduction_question_stream started | object=banana, age=6, has_fun_fact=True
2026-02-05 15:58:20.219 | DEBUG    | stream.question_generators:ask_introduction_question_stream:97 | Messages prepared for API | count=2
2026-02-05 15:58:20.219 | DEBUG    | stream.question_generators:ask_introduction_question_stream:108 | Sending 1 messages to Gemini API
2026-02-05 15:58:20.220 | DEBUG    | stream.question_generators:ask_introduction_question_stream:125 | Stream object type: generator
2026-02-05 15:58:21.386 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 1 | length=5, total_length=5
2026-02-05 15:58:21.387 | INFO     | graph:stream_generator_to_callback:309 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Time to First Token (TTFT): 1.168s for introduction
2026-02-05 15:58:21.411 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 2 | length=13, total_length=18
2026-02-05 15:58:21.461 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 3 | length=70, total_length=88
2026-02-05 15:58:21.538 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 4 | length=98, total_length=186
2026-02-05 15:58:21.624 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 5 | length=95, total_length=281
2026-02-05 15:58:21.627 | DEBUG    | stream.question_generators:ask_introduction_question_stream:145 | Gemini streaming API does not provide token usage in stream mode
2026-02-05 15:58:21.627 | DEBUG    | stream.question_generators:ask_introduction_question_stream:164 | Cleaned up stream via del in finally block
2026-02-05 15:58:21.627 | INFO     | stream.question_generators:ask_introduction_question_stream:169 | ask_introduction_question_stream completed | duration=1.409s, response_length=281
2026-02-05 15:58:21.628 | INFO     | graph:stream_generator_to_callback:376 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Stream finished in 1.409s for introduction
2026-02-05 15:58:21.628 | INFO     | graph:node_generate_response:512 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Response finished in 1.410s
2026-02-05 15:58:21.629 | INFO     | graph:node_generate_question:524 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Question
2026-02-05 15:58:21.630 | INFO     | graph:node_finalize:584 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Finalize
2026-02-05 15:58:21.630 | INFO     | graph:node_finalize:629 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Finalize finished in 0.001s
2026-02-05 15:58:55.705 | INFO     | graph:node_analyze_input:95 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Analyze Input
2026-02-05 15:58:57.593 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.887s (using gemini-2.5-flash-lite async)
2026-02-05 15:58:57.593 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=False, correct=False, switch_reasoning=The child is stuck on the current topic and needs more prompting., correctness_reasoning=The child did not provide an answer.
2026-02-05 15:58:57.594 | INFO     | graph:node_analyze_input:161 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Analyze Input finished in 1.888s
2026-02-05 15:58:57.595 | INFO     | graph:node_route_logic:200 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Route Logic
2026-02-05 15:58:57.595 | INFO     | graph:node_route_logic:285 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Route Logic finished in 0.000s
2026-02-05 15:58:57.595 | INFO     | graph:node_generate_response:385 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Response (explanation)
2026-02-05 15:58:57.596 | INFO     | stream.response_generators:generate_explanation_response_stream:147 | generate_explanation_response_stream started | object=banana, age=6
2026-02-05 15:58:58.884 | INFO     | graph:stream_generator_to_callback:309 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Time to First Token (TTFT): 1.288s for explanation
2026-02-05 15:58:58.983 | INFO     | stream.response_generators:generate_explanation_response_stream:203 | generate_explanation_response_stream completed | duration=1.387s, length=64
2026-02-05 15:58:58.983 | INFO     | graph:stream_generator_to_callback:376 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Stream finished in 1.387s for explanation
2026-02-05 15:58:58.984 | INFO     | graph:node_generate_response:512 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Response finished in 1.388s
2026-02-05 15:58:58.985 | INFO     | graph:node_generate_question:524 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Question
2026-02-05 15:58:58.985 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=6, is_switch=False
2026-02-05 15:58:59.446 | INFO     | graph:stream_generator_to_callback:309 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Time to First Token (TTFT): 0.461s for followup_question
2026-02-05 15:58:59.570 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.585s, length=58
2026-02-05 15:58:59.571 | INFO     | graph:stream_generator_to_callback:376 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Stream finished in 0.586s for followup_question
2026-02-05 15:58:59.571 | INFO     | graph:node_generate_question:572 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Question finished in 0.586s
2026-02-05 15:58:59.572 | INFO     | graph:node_finalize:584 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Finalize
2026-02-05 15:58:59.572 | INFO     | graph:node_finalize:629 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Finalize finished in 0.000s
2026-02-05 15:59:21.929 | INFO     | graph:node_analyze_input:95 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Analyze Input
2026-02-05 15:59:23.443 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 1.514s (using gemini-2.5-flash-lite async)
2026-02-05 15:59:23.444 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] SWITCH | new_object=dog, engaged=True, correct=False, switch_reasoning=The child changed the topic to 'dog'., correctness_reasoning=The fruit inside a banana peel is yellow, not related to a dog.
2026-02-05 15:59:23.444 | INFO     | graph:node_analyze_input:161 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Analyze Input finished in 1.515s
2026-02-05 15:59:23.445 | INFO     | graph:node_route_logic:200 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Route Logic
2026-02-05 15:59:23.446 | INFO     | theme_classifier:classify_object_to_theme_sync:103 | [THEME_CLASSIFY_SYNC] Classifying object: dog
2026-02-05 15:59:24.694 | INFO     | graph:node_route_logic:285 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Route Logic finished in 1.249s
2026-02-05 15:59:24.695 | INFO     | graph:node_generate_response:385 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Response (topic_switch)
2026-02-05 15:59:24.695 | INFO     | stream.response_generators:generate_topic_switch_response_stream:327 | generate_topic_switch_response_stream started | the previous object -> dog, age=6
2026-02-05 15:59:24.837 | INFO     | theme_classifier:classify_object_to_theme_sync:126 | [THEME_CLASSIFY_SYNC] SUCCESS: dog -> Category_Identity_And_Health
2026-02-05 15:59:25.148 | INFO     | graph:stream_generator_to_callback:309 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Time to First Token (TTFT): 0.453s for topic_switch
2026-02-05 15:59:25.474 | INFO     | stream.response_generators:generate_topic_switch_response_stream:382 | generate_topic_switch_response_stream completed | duration=0.779s, length=243
2026-02-05 15:59:25.475 | INFO     | graph:stream_generator_to_callback:376 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Stream finished in 0.779s for topic_switch
2026-02-05 15:59:25.475 | INFO     | graph:node_generate_response:512 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Response finished in 0.780s
2026-02-05 15:59:25.476 | INFO     | graph:node_generate_question:524 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Question
2026-02-05 15:59:25.476 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=dog, age=6, is_switch=True
2026-02-05 15:59:26.003 | INFO     | graph:stream_generator_to_callback:309 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Time to First Token (TTFT): 0.527s for followup_question
2026-02-05 15:59:26.216 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.740s, length=135
2026-02-05 15:59:26.216 | INFO     | graph:stream_generator_to_callback:376 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Stream finished in 0.740s for followup_question
2026-02-05 15:59:26.217 | INFO     | graph:node_generate_question:572 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Generate Question finished in 0.741s
2026-02-05 15:59:26.218 | INFO     | graph:node_finalize:584 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Finalize
2026-02-05 15:59:26.218 | INFO     | graph:node_finalize:629 | [a4af0cae-2a04-444f-ba37-ee6c159c08af] Node: Finalize finished in 0.000s
